Food,Weight,Price,Type,Key,Date,File,SHA1
Галки рыбные,100,2 руб 84 коп,Вторые блюда,01.10.2018,2018-10-01,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Картофельные дольки,150,2 руб 12 коп,Гарниры,01.10.2018,2018-10-01,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Каша пшеная,200,70 коп,Гарниры,01.10.2018,2018-10-01,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
"Рис ""Светофор""",200,1 руб 12 коп,Гарниры,01.10.2018,2018-10-01,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Капуста цветная в сухарях,155,2 руб 18 коп,Гарниры,01.10.2018,2018-10-01,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
"Горчица,хрен",25,45 коп,Соусы,01.10.2018,2018-10-01,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Соевый соус,15,30 коп,Соусы,01.10.2018,2018-10-01,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Сметана,25,30 коп,Соусы,01.10.2018,2018-10-01,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Кетчуп,25,25 коп,Соусы,01.10.2018,2018-10-01,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
"Соус""Hainz"" в ассортименте",шт.,50 коп,Соусы,01.10.2018,2018-10-01,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Блинчики с джемом,150/20,1 руб 40 коп,Сладкие блюда,01.10.2018,2018-10-01,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Компот из сухофруктов,0.2,69коп,напитки,01.10.2018,2018-10-01,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Французская булочка с чесночной начиной,шт.,70 коп,"Хлеб, хлебобулочные изделия",01.10.2018,2018-10-01,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
"Хлеб ""Чиабатта""",шт.,1 руб 15 коп,"Хлеб, хлебобулочные изделия",01.10.2018,2018-10-01,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Хлеб,2кусочек,18 коп,"Хлеб, хлебобулочные изделия",01.10.2018,2018-10-01,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Винегрет овощной,100,1 руб 04 коп,,02.10.2018,2018-10-02,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
"Салат""Цветной""",100,61 коп,,02.10.2018,2018-10-02,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
"Салат ""Столичный""",100,1 руб 38 коп,,02.10.2018,2018-10-02,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
" Салат""Океан""",100,2 руб 77 коп,,02.10.2018,2018-10-02,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Помидоры с сыром,100,1 руб 30 коп,,02.10.2018,2018-10-02,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
"Суп ""Полевой""",250,1 руб 12 коп,Супы,02.10.2018,2018-10-02,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
"Уха""Рыбацкая""",250,1 руб 44 коп,Супы,02.10.2018,2018-10-02,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Суп картофельный с овсянкой,250,1 руб R[6]C коп,Супы,02.10.2018,2018-10-02,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Мочанка с блинами,150/50/25/25,4 руб 03 коп,Вторые блюда,02.10.2018,2018-10-02,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Колбаса  из говядины с луком и грибами,100,3 руб 80 коп,Вторые блюда,02.10.2018,2018-10-02,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Филе птицы с помидором,120,2 руб 53 коп,Вторые блюда,02.10.2018,2018-10-02,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Шницель из свинины,100,3 руб 71 коп,Вторые блюда,02.10.2018,2018-10-02,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
"Котлета рыбная ""Нежность""",120,3 руб 03 коп,Вторые блюда,02.10.2018,2018-10-02,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Каша перловая,200,90 коп,Гарниры,02.10.2018,2018-10-02,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Гречка отварная,200,80 коп,Гарниры,02.10.2018,2018-10-02,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Картофель отв. с укропом,200,1 руб 14 коп,Гарниры,02.10.2018,2018-10-02,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Овощи тушеные,150,2 руб,Гарниры,02.10.2018,2018-10-02,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
"Горчица,хрен",25,45 коп,Соусы,02.10.2018,2018-10-02,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Соевый соус,15,30 коп,Соусы,02.10.2018,2018-10-02,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Сметана,25,30 коп,Соусы,02.10.2018,2018-10-02,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Кетчуп,25,25 коп,Соусы,02.10.2018,2018-10-02,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
"Соус""Hainz"" в ассортименте",шт.,50 коп,Соусы,02.10.2018,2018-10-02,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Клюква с яблоком в слойке,130,1 руб 99 коп,Сладкие блюда,02.10.2018,2018-10-02,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Компот из яблок,0.2,69 коп,Напитки,02.10.2018,2018-10-02,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Французская булочка с чесночной начиной,шт.,70 коп,"Хлеб, хлебобулочные изделия",02.10.2018,2018-10-02,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
"Хлеб ""Чиабатта""",шт.,1 руб 15 коп,"Хлеб, хлебобулочные изделия",02.10.2018,2018-10-02,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Хлеб,2кусочек,18 коп,"Хлеб, хлебобулочные изделия",02.10.2018,2018-10-02,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
"Огурец,помидор свежий",100,50 коп,,03.10.2018,2018-10-03,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
"Салат""Весенний""",100,1 руб 46 коп,,03.10.2018,2018-10-03,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
"Салат""Вежа""",100,2 руб,,03.10.2018,2018-10-03,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Салат из овощей с ветчиной,100,1 руб 83 коп,,03.10.2018,2018-10-03,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Салат из свеклы  сыром,100,1 руб,,03.10.2018,2018-10-03,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Суп карт. с фасолью и курицей,250,1 руб 58 коп,Супы,03.10.2018,2018-10-03,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Щи по-морочански,250/20,1 руб 38 коп,Супы,03.10.2018,2018-10-03,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Суп-пюре из шампиньонов,250,2 руб 14 коп,Супы,03.10.2018,2018-10-03,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Бифштекс рубленый с луком,80,2 руб 58 коп,Вторые блюда,03.10.2018,2018-10-03,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Драники с грибным соусом,150/100,2 руб 70 коп,Вторые блюда,03.10.2018,2018-10-03,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Мясо по-французки,120,4 руб 01 коп,Вторые блюда,03.10.2018,2018-10-03,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Птица в тесте,95,2 руб 05 коп,Вторые блюда,03.10.2018,2018-10-03,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Рыба хек жареная,100,3 руб 90 коп,Вторые блюда,03.10.2018,2018-10-03,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Спагетти,150,90 коп,Гарниры,03.10.2018,2018-10-03,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Рис отварной,200,76 коп,Гарниры,03.10.2018,2018-10-03,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Каша пшеная,200,70 коп,Гарниры,03.10.2018,2018-10-03,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Овощной микс,150,1 руб 90 коп,Гарниры,03.10.2018,2018-10-03,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
"Горчица,хрен",25,45 коп,Соусы,03.10.2018,2018-10-03,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Соевый соус,15,30 коп,Соусы,03.10.2018,2018-10-03,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Сметана,25,30 коп,Соусы,03.10.2018,2018-10-03,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Кетчуп,25,25 коп,Соусы,03.10.2018,2018-10-03,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
"Соус""Hainz"" в ассортименте",шт.,50 коп,Соусы,03.10.2018,2018-10-03,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Запеканка со сметаной,120/20,1 руб 99 коп,Сладкие блюда,03.10.2018,2018-10-03,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Наиток клюквенный,0.2,69 коп,Напитки,03.10.2018,2018-10-03,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Французская булочка с чесночной начинкой,шт.,70 коп,"Хлеб, хлебобулочные изделия",03.10.2018,2018-10-03,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
"Хлеб ""Чиабатта""",шт.,1 руб 15 коп,"Хлеб, хлебобулочные изделия",03.10.2018,2018-10-03,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Хлеб,2кусочек,18 коп,"Хлеб, хлебобулочные изделия",03.10.2018,2018-10-03,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
"Салат ""Белоснежка""",100,80 коп,,04.10.2018,2018-10-04,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
"Салат ""Гавайский""",100,2 руб 47 коп,,04.10.2018,2018-10-04,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
"Салат ""Дружба""",100,90 коп,,04.10.2018,2018-10-04,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Салат из птицы с грибами,100,1 руб 72 коп,,04.10.2018,2018-10-04,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Яйца фарш. грибами,1шт/70,1 руб 27 коп,,04.10.2018,2018-10-04,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Суп гороховый,250,1 руб 06 коп,Супы,04.10.2018,2018-10-04,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Солянка сборная мясная,250/25,2 руб 68 коп,Супы,04.10.2018,2018-10-04,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Суп из овощей,250,1 руб 66 коп,Супы,04.10.2018,2018-10-04,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Говядина отварная,100,4 руб 80 коп,Вторые блюда,04.10.2018,2018-10-04,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Лазанья мясная,260,4 руб 30 коп,Вторые блюда,04.10.2018,2018-10-04,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
"Котлета ""Любимая""",115,2 руб 80 коп,Вторые блюда,04.10.2018,2018-10-04,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Филе птицы в сыре,100,2 руб 84 коп,Вторые блюда,04.10.2018,2018-10-04,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Рыба хек под маринадом,165,3 руб 20 коп,Вторые блюда,04.10.2018,2018-10-04,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Каша перловая с грудинкой,250,1 руб 52 коп,Гарниры,04.10.2018,2018-10-04,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Макароны отварные,150,90 коп,Гарниры,04.10.2018,2018-10-04,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Картофельное пюре,200,1 руб 16 коп,Гарниры,04.10.2018,2018-10-04,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Овощи припущеные в сл. соусе,150,1 руб 32 коп,Гарниры,04.10.2018,2018-10-04,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
"Горчица,хрен",25,45 коп,Соусы,04.10.2018,2018-10-04,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Соевый соус,15,30 коп,Соусы,04.10.2018,2018-10-04,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Сметана,25,30 коп,Соусы,04.10.2018,2018-10-04,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Кетчуп,25,25 коп,Соусы,04.10.2018,2018-10-04,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
"Соус""Hainz"" в ассортименте",шт.,50 коп,Соусы,04.10.2018,2018-10-04,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Шарлотка с яблоками,150,1 руб 32 коп,Сладкие блюда,04.10.2018,2018-10-04,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Напиток лимонный,0.2,65 коп,Напитки,04.10.2018,2018-10-04,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Французская булочка с чесночной начиной,шт.,70 коп,"Хлеб, хлебобулочные изделия",04.10.2018,2018-10-04,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
"Хлеб ""Чиабатта""",шт.,1 руб 15 коп,"Хлеб, хлебобулочные изделия",04.10.2018,2018-10-04,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
Хлеб,2кусочек,18 коп,"Хлеб, хлебобулочные изделия",04.10.2018,2018-10-04,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
"Салат из пом., ог. и сладкого  перца",100,1 руб 33 коп,,05.10.2018,2018-10-05,Меню с 01-05 октября.xls,16eff5a9d10fb3efacdf997c4a488252480a8bb0
